Date,Development Activity,Dev. Activity Contributors Count,Dev. Activity (Cryptocurrency),Dev. Activity (Bitcoin)
2018-04-01T00:00:00.000Z,0.43,1,9.29,3.14
2018-04-01T01:00:00.000Z,0.29,0,8.43,2.71
2018-04-01T02:00:00.000Z,0.43,1,9.14,3
2018-04-01T03:00:00.000Z,0.57,1,9.29,3.14
2018-04-01T04:00:00.000Z,0.43,0,8,3.43
2018-04-01T05:00:00.000Z,0.71,1,7.71,3.14
2018-04-01T06:00:00.000Z,0.71,0,5.43,1.29
2018-04-01T07:00:00.000Z,0.57,0,4.43,1.14
2018-04-01T08:00:00.000Z,0.57,0,5,1.14
2018-04-01T09:00:00.000Z,0.43,0,3.71,0.86
2018-04-01T10:00:00.000Z,0.29,0,4.29,0.71
2018-04-01T11:00:00.000Z,0.29,0,4,0.29
2018-04-01T12:00:00.000Z,0,0,4.29,0
2018-04-01T13:00:00.000Z,0,0,6.29,0.14
2018-04-01T14:00:00.000Z,0,0,7.43,0.14
2018-04-01T15:00:00.000Z,0,0,6.14,0.14
2018-04-01T16:00:00.000Z,0,0,5.86,0.14
2018-04-01T17:00:00.000Z,0.14,1,7.14,0.43
2018-04-01T18:00:00.000Z,0.43,1,8,1
2018-04-01T19:00:00.000Z,1.43,1,9.71,2.57
2018-04-01T20:00:00.000Z,1.43,0,10.57,2.43
2018-04-01T21:00:00.000Z,1.43,0,11,2.57
2018-04-01T22:00:00.000Z,2.29,1,13.29,3.71
2018-04-01T23:00:00.000Z,2.29,0,14.57,3.86
2018-04-02T00:00:00.000Z,2.14,0,12.14,4.86
2018-04-02T01:00:00.000Z,1.86,0,12.29,4.29
2018-04-02T02:00:00.000Z,1,1,10.86,3
2018-04-02T03:00:00.000Z,1,0,9,3
2018-04-02T04:00:00.000Z,1.14,1,7.86,3
2018-04-02T05:00:00.000Z,0.43,1,6.29,2
2018-04-02T06:00:00.000Z,1,2,7.57,2.71
2018-04-02T07:00:00.000Z,1,0,7.43,1.43
2018-04-02T08:00:00.000Z,1.29,2,8.71,2
2018-04-02T09:00:00.000Z,1.14,0,7.86,2.14
2018-04-02T10:00:00.000Z,1.14,0,7.14,2.29
2018-04-02T11:00:00.000Z,1.57,2,8,2.86
2018-04-02T12:00:00.000Z,1.86,1,9.14,3.14
2018-04-02T13:00:00.000Z,1.43,1,7.57,3.14
2018-04-02T14:00:00.000Z,1.86,2,9.71,3.86
2018-04-02T15:00:00.000Z,2,3,12.71,5.71
2018-04-02T16:00:00.000Z,2.29,1,15.29,6.43
2018-04-02T17:00:00.000Z,2.86,3,19.43,7
2018-04-02T18:00:00.000Z,2.71,3,21.86,6.86
2018-04-02T19:00:00.000Z,2.57,1,23.57,6.86
2018-04-02T20:00:00.000Z,3.57,4,26.86,7.29
2018-04-02T21:00:00.000Z,3.71,2,27.71,7.29
2018-04-02T22:00:00.000Z,4.14,4,27.43,6.29
2018-04-02T23:00:00.000Z,4,1,25.71,5.43
2018-04-03T00:00:00.000Z,3.43,0,21.57,5.43
2018-04-03T01:00:00.000Z,3,0,19,5.29
2018-04-03T02:00:00.000Z,2.86,1,17.29,5.14
2018-04-03T03:00:00.000Z,1.86,1,13.86,4
2018-04-03T04:00:00.000Z,1.29,0,11.71,3.86
2018-04-03T05:00:00.000Z,0.57,1,7.43,2.71
2018-04-03T06:00:00.000Z,0.43,0,6.71,2.43
2018-04-03T07:00:00.000Z,0.57,1,7.14,2.14
2018-04-03T08:00:00.000Z,0.86,2,7.29,2.43
2018-04-03T09:00:00.000Z,0.71,0,6,3
2018-04-03T10:00:00.000Z,0.57,0,6,3
2018-04-03T11:00:00.000Z,0.57,0,7.43,2.43
2018-04-03T12:00:00.000Z,0.43,0,7.86,4.29
2018-04-03T13:00:00.000Z,0.71,2,10.43,5.29
2018-04-03T14:00:00.000Z,0.57,0,10.71,4.86
2018-04-03T15:00:00.000Z,0.57,1,10.57,6
2018-04-03T16:00:00.000Z,0.71,1,13.29,5.57
2018-04-03T17:00:00.000Z,1.14,1,14,7.14
2018-04-03T18:00:00.000Z,1.43,2,13.43,7.86
2018-04-03T19:00:00.000Z,2,3,14.86,6.43
2018-04-03T20:00:00.000Z,1.86,1,13.57,5.71
2018-04-03T21:00:00.000Z,2,1,15.29,5.86
2018-04-03T22:00:00.000Z,1.86,1,16.86,4.14
2018-04-03T23:00:00.000Z,1.71,0,16.29,3.71
2018-04-04T00:00:00.000Z,1.43,1,15.71,2.14
2018-04-04T01:00:00.000Z,1.29,1,14.57,2
2018-04-04T02:00:00.000Z,0.71,0,12.43,1.71
2018-04-04T03:00:00.000Z,0.57,0,11.29,1.71
2018-04-04T04:00:00.000Z,0.43,0,9.29,1.57
2018-04-04T05:00:00.000Z,0.57,2,7.71,1.86
2018-04-04T06:00:00.000Z,0.57,0,5.43,1.86
2018-04-04T07:00:00.000Z,0.43,0,5,1.86
2018-04-04T08:00:00.000Z,0.43,1,7.14,1.57
2018-04-04T09:00:00.000Z,0.43,0,8.86,1.29
2018-04-04T10:00:00.000Z,1,2,10.71,1.86
2018-04-04T11:00:00.000Z,1.57,3,12.29,2.43
2018-04-04T12:00:00.000Z,1.43,1,11.71,2.29
2018-04-04T13:00:00.000Z,1.71,1,13.57,3
2018-04-04T14:00:00.000Z,2.43,3,16.43,4
2018-04-04T15:00:00.000Z,2.71,2,16,5.29
2018-04-04T16:00:00.000Z,2.86,1,16.29,5.71
2018-04-04T17:00:00.000Z,2.57,1,16.86,5.14
2018-04-04T18:00:00.000Z,2.71,3,17.43,6
2018-04-04T19:00:00.000Z,3.57,5,21.14,8.14
2018-04-04T20:00:00.000Z,3.57,1,22.14,7.71
2018-04-04T21:00:00.000Z,4.14,3,24.43,7.86
2018-04-04T22:00:00.000Z,4.71,5,24.57,7.29
2018-04-04T23:00:00.000Z,4.71,1,24.29,6.86
2018-04-05T00:00:00.000Z,5.57,4,24.43,9.71
2018-04-05T01:00:00.000Z,5.71,3,26.14,9.86
2018-04-05T02:00:00.000Z,4.71,0,22.57,8
2018-04-05T03:00:00.000Z,4.86,2,21,8.86
2018-04-05T04:00:00.000Z,3.86,1,16.86,7.86
2018-04-05T05:00:00.000Z,3,1,15.14,7
2018-04-05T06:00:00.000Z,3,1,13.14,7.14
2018-04-05T07:00:00.000Z,2.71,1,16.71,5.14
2018-04-05T08:00:00.000Z,2.57,3,14.29,4.57
2018-04-05T09:00:00.000Z,2.57,0,14.43,5.71
2018-04-05T10:00:00.000Z,2.29,1,14.14,4.71
2018-04-05T11:00:00.000Z,2.14,1,13.86,4.86
2018-04-05T12:00:00.000Z,2,0,14.57,5.71
2018-04-05T13:00:00.000Z,2,1,17,8.86
2018-04-05T14:00:00.000Z,2.14,4,13.86,9
2018-04-05T15:00:00.000Z,1.71,1,17.14,9.14
2018-04-05T16:00:00.000Z,2,2,18.29,8
2018-04-05T17:00:00.000Z,2.43,2,20.71,10.43
2018-04-05T18:00:00.000Z,4.71,4,25,13.14
2018-04-05T19:00:00.000Z,5.29,4,26.43,12.71
2018-04-05T20:00:00.000Z,6.14,5,29.14,10.29
2018-04-05T21:00:00.000Z,6,3,29.29,9.86
2018-04-05T22:00:00.000Z,6,1,26.14,9.57
2018-04-05T23:00:00.000Z,6.43,3,27.29,11.43
2018-04-06T00:00:00.000Z,6.14,1,24.86,9.57
2018-04-06T01:00:00.000Z,3.71,0,20.57,7
2018-04-06T02:00:00.000Z,3.29,1,19.57,7.86
2018-04-06T03:00:00.000Z,2.29,0,15.29,8.14
2018-04-06T04:00:00.000Z,1.43,0,12.86,8.57
2018-04-06T05:00:00.000Z,1.29,1,11.57,8.71
2018-04-06T06:00:00.000Z,0.86,2,9,6.57
2018-04-06T07:00:00.000Z,0.57,0,8.29,6.71
2018-04-06T08:00:00.000Z,0.57,0,7.29,7.14
2018-04-06T09:00:00.000Z,0.57,1,6,6.14
2018-04-06T10:00:00.000Z,0.57,0,4.86,4.86
2018-04-06T11:00:00.000Z,0.57,0,3.57,3.57
2018-04-06T12:00:00.000Z,0.43,0,3,2.71
2018-04-06T13:00:00.000Z,0.43,2,5.57,3
2018-04-06T14:00:00.000Z,0.43,0,6.29,2.14
2018-04-06T15:00:00.000Z,0.86,3,8.14,1.71
2018-04-06T16:00:00.000Z,2.71,1,13.86,3.43
2018-04-06T17:00:00.000Z,3,2,16,4.29
2018-04-06T18:00:00.000Z,3.86,2,19.29,5.14
2018-04-06T19:00:00.000Z,4.29,1,22.29,5.57
2018-04-06T20:00:00.000Z,4.29,1,21.57,5.29
2018-04-06T21:00:00.000Z,4.43,1,21.43,7.14
2018-04-06T22:00:00.000Z,4.14,1,20.71,7.43
2018-04-06T23:00:00.000Z,2.14,0,15.14,5.57
2018-04-07T00:00:00.000Z,1.86,0,13.29,4.71
2018-04-07T01:00:00.000Z,1,0,10.29,4.43
2018-04-07T02:00:00.000Z,0.57,0,7.14,4.14
2018-04-07T03:00:00.000Z,0.29,0,4.71,4.43
2018-04-07T04:00:00.000Z,0.14,0,3.86,2.57
2018-04-07T05:00:00.000Z,0,0,2.57,1.71
2018-04-07T06:00:00.000Z,0,0,2.43,1.43
2018-04-07T07:00:00.000Z,0.14,1,2.71,2.14
2018-04-07T08:00:00.000Z,0.14,0,2.57,1.57
2018-04-07T09:00:00.000Z,0.14,0,2.43,1.29
2018-04-07T10:00:00.000Z,0.14,0,3.14,0.71
2018-04-07T11:00:00.000Z,0.43,1,3.71,1
2018-04-07T12:00:00.000Z,0.43,0,5,1.29
2018-04-07T13:00:00.000Z,0.43,0,5.86,1.86
2018-04-07T14:00:00.000Z,1.71,2,9.29,2.71
2018-04-07T15:00:00.000Z,2.14,2,9.86,3.29
2018-04-07T16:00:00.000Z,2.86,2,12.29,4.29
2018-04-07T17:00:00.000Z,3.14,1,12.43,5.57
2018-04-07T18:00:00.000Z,3.14,2,12.86,6.57
2018-04-07T19:00:00.000Z,3.14,0,12.14,6.43
2018-04-07T20:00:00.000Z,3.29,1,11,6
2018-04-07T21:00:00.000Z,1.86,0,7.86,5.29
2018-04-07T22:00:00.000Z,1.43,0,7.29,4.71
2018-04-07T23:00:00.000Z,0.71,0,6.14,3.71
2018-04-08T00:00:00.000Z,0.43,0,5.86,2.43
2018-04-08T01:00:00.000Z,0.14,0,4.57,1.14
2018-04-08T02:00:00.000Z,0.86,2,5.57,1.71
2018-04-08T03:00:00.000Z,0.71,0,5.57,1.71
2018-04-08T04:00:00.000Z,0.71,0,4.71,0.86
2018-04-08T05:00:00.000Z,0.71,0,4.29,1.14
2018-04-08T06:00:00.000Z,0.71,0,3.71,1.14
2018-04-08T07:00:00.000Z,0.71,0,3.71,1.14
2018-04-08T08:00:00.000Z,1,1,6.14,1.43
2018-04-08T09:00:00.000Z,0.86,1,6.29,1.43
2018-04-08T10:00:00.000Z,1,1,6.57,1.43
2018-04-08T11:00:00.000Z,1.14,1,7.14,1.57
2018-04-08T12:00:00.000Z,1.43,2,8,2
2018-04-08T13:00:00.000Z,1.86,2,9.57,2.43
2018-04-08T14:00:00.000Z,2.43,1,11.14,3
2018-04-08T15:00:00.000Z,2.71,3,12,3.29
2018-04-08T16:00:00.000Z,2.86,3,11.86,3.29
2018-04-08T17:00:00.000Z,3.29,2,12.86,4.29
2018-04-08T18:00:00.000Z,3.14,0,13.14,4.14
2018-04-08T19:00:00.000Z,2.86,0,12.71,3.57
2018-04-08T20:00:00.000Z,2.43,0,11.14,3.43
2018-04-08T21:00:00.000Z,2.29,3,10.43,4.14
2018-04-08T22:00:00.000Z,2.57,2,9.43,4.43
2018-04-08T23:00:00.000Z,2,1,8.29,3.86
2018-04-09T00:00:00.000Z,1.71,2,7.71,3
2018-04-09T01:00:00.000Z,1.71,0,7.57,3.29
2018-04-09T02:00:00.000Z,1.71,0,8,3.86
2018-04-09T03:00:00.000Z,2,1,8.43,4
2018-04-09T04:00:00.000Z,1.86,2,7.43,3
2018-04-09T05:00:00.000Z,1.29,2,5.71,3.14
2018-04-09T06:00:00.000Z,1.14,0,5.43,3
2018-04-09T07:00:00.000Z,1,1,5.71,4.43
2018-04-09T08:00:00.000Z,1.14,1,6.57,5.86
2018-04-09T09:00:00.000Z,1.14,0,9,5.29
2018-04-09T10:00:00.000Z,0.86,0,7.86,5.43
2018-04-09T11:00:00.000Z,1.14,1,9.43,5.71
2018-04-09T12:00:00.000Z,1.43,1,11.14,5.86
2018-04-09T13:00:00.000Z,1.86,3,13.71,9.14
2018-04-09T14:00:00.000Z,2.14,2,15.14,8.71
2018-04-09T15:00:00.000Z,2.57,3,16.71,7.57
2018-04-09T16:00:00.000Z,3.29,3,18.29,9.43
2018-04-09T17:00:00.000Z,4.43,3,23.57,10.43
2018-04-09T18:00:00.000Z,5,3,25.57,11.14
2018-04-09T19:00:00.000Z,4.57,1,24.57,10.57
2018-04-09T20:00:00.000Z,4.57,3,25.14,8.29
2018-04-09T21:00:00.000Z,5.43,2,26.43,8.29
2018-04-09T22:00:00.000Z,5.29,2,25.71,8.14
2018-04-09T23:00:00.000Z,5.71,3,24.71,7.57
2018-04-10T00:00:00.000Z,4.71,1,20.57,6.14
2018-04-10T01:00:00.000Z,4,1,17.71,6.71
2018-04-10T02:00:00.000Z,4,1,17.29,6.57
2018-04-10T03:00:00.000Z,3.57,0,15.43,6.57
2018-04-10T04:00:00.000Z,2.57,1,12.29,6.57
2018-04-10T05:00:00.000Z,2.14,0,10,6.14
2018-04-10T06:00:00.000Z,1,0,6.57,4.71
2018-04-10T07:00:00.000Z,1,1,6,4.71
2018-04-10T08:00:00.000Z,0.86,2,6.29,3.14
2018-04-10T09:00:00.000Z,1.29,1,7.29,3.29
2018-04-10T10:00:00.000Z,2,3,8.71,3.57
2018-04-10T11:00:00.000Z,2,2,8.86,2.71
2018-04-10T12:00:00.000Z,2.29,1,9.71,3.57
2018-04-10T13:00:00.000Z,3.29,4,13.14,5.29
2018-04-10T14:00:00.000Z,5.14,3,16.86,7.71
2018-04-10T15:00:00.000Z,6.57,4,20.86,9.29
2018-04-10T16:00:00.000Z,6.57,3,23.43,9.29
2018-04-10T17:00:00.000Z,6.43,3,24,9
2018-04-10T18:00:00.000Z,7.29,3,26.57,9.71
2018-04-10T19:00:00.000Z,7.29,2,28.86,9.14
2018-04-10T20:00:00.000Z,6.43,1,26.57,8.43
2018-04-10T21:00:00.000Z,4.57,1,26,6.29
2018-04-10T22:00:00.000Z,2.86,0,22.86,4.57
2018-04-10T23:00:00.000Z,2.86,2,20.14,4.71
2018-04-11T00:00:00.000Z,2.29,0,17,3.71
2018-04-11T01:00:00.000Z,1.14,0,14,2.57
2018-04-11T02:00:00.000Z,0.86,0,11.57,2.43
2018-04-11T03:00:00.000Z,0.71,0,11,2.43
2018-04-11T04:00:00.000Z,0.71,1,9.29,2.29
2018-04-11T05:00:00.000Z,0.71,0,8.71,2.14
2018-04-11T06:00:00.000Z,0.57,3,8.71,1.86
2018-04-11T07:00:00.000Z,0.57,0,9.14,2.29
2018-04-11T08:00:00.000Z,3.14,2,14.71,5.29
2018-04-11T09:00:00.000Z,3.71,1,16.14,6.57
2018-04-11T10:00:00.000Z,3.86,1,16.43,5.86
2018-04-11T11:00:00.000Z,3.71,0,17.29,5.86
2018-04-11T12:00:00.000Z,4.43,2,17.86,6.71
2018-04-11T13:00:00.000Z,5.57,6,21.71,8.29
2018-04-11T14:00:00.000Z,6.57,3,24.29,9.14
2018-04-11T15:00:00.000Z,5,4,22.43,7.71
2018-04-11T16:00:00.000Z,5,3,23.43,6.86
2018-04-11T17:00:00.000Z,5.14,1,24,7.71
2018-04-11T18:00:00.000Z,5.43,2,23.57,8.14
2018-04-11T19:00:00.000Z,5.43,2,24.71,8
2018-04-11T20:00:00.000Z,4.14,2,22.14,6.43
2018-04-11T21:00:00.000Z,3.57,2,22.14,5.86
2018-04-11T22:00:00.000Z,2.71,1,19.29,4.57
2018-04-11T23:00:00.000Z,3.29,2,23.71,5.57
2018-04-12T00:00:00.000Z,3.57,4,23.57,5
2018-04-12T01:00:00.000Z,4.43,4,23.86,5.43
2018-04-12T02:00:00.000Z,3.71,0,21.86,4.86
2018-04-12T03:00:00.000Z,3.43,0,19.71,4.43
2018-04-12T04:00:00.000Z,3.14,1,17.29,3.86
2018-04-12T05:00:00.000Z,3,0,16.86,3.57
2018-04-12T06:00:00.000Z,2.71,4,11.14,2.86
2018-04-12T07:00:00.000Z,2.29,1,10.43,2.43
2018-04-12T08:00:00.000Z,1.29,1,8.43,1.57
2018-04-12T09:00:00.000Z,1.86,2,9.14,2.86
2018-04-12T10:00:00.000Z,2.57,4,9.71,3.57
2018-04-12T11:00:00.000Z,2.43,0,9.71,3.57
2018-04-12T12:00:00.000Z,2.57,1,10.14,3.71
2018-04-12T13:00:00.000Z,3.57,4,12.71,5.86
2018-04-12T14:00:00.000Z,4.43,2,15.43,6.71
2018-04-12T15:00:00.000Z,4.29,0,16.43,8.57
2018-04-12T16:00:00.000Z,3.71,0,16.71,7.29
2018-04-12T17:00:00.000Z,3.14,1,18.86,7.43
2018-04-12T18:00:00.000Z,3.57,2,21.57,8.14
2018-04-12T19:00:00.000Z,3.71,2,22.86,10.57
2018-04-12T20:00:00.000Z,2.86,6,21.29,8.57
2018-04-12T21:00:00.000Z,2.29,3,19.57,9.29
2018-04-12T22:00:00.000Z,2.57,2,19.14,7.43
2018-04-12T23:00:00.000Z,2.57,0,16.86,7.57
2018-04-13T00:00:00.000Z,2.57,1,13.43,7.29
2018-04-13T01:00:00.000Z,2.86,2,12.71,7.57
2018-04-13T02:00:00.000Z,2.57,0,10.57,5
2018-04-13T03:00:00.000Z,1.71,1,8.14,4.29
2018-04-13T04:00:00.000Z,1.29,0,6.14,2.57
2018-04-13T05:00:00.000Z,1.71,4,6.71,3.71
2018-04-13T06:00:00.000Z,2.14,3,8.71,3.86
2018-04-13T07:00:00.000Z,2.14,1,10.29,3.57
2018-04-13T08:00:00.000Z,1.71,1,8.86,3.29
2018-04-13T09:00:00.000Z,2.43,2,10.43,4.29
2018-04-13T10:00:00.000Z,2.71,3,11,4.86
2018-04-13T11:00:00.000Z,3,1,12.29,5.14
2018-04-13T12:00:00.000Z,2.57,2,13.14,4
2018-04-13T13:00:00.000Z,3,5,14.71,4.43
2018-04-13T14:00:00.000Z,3,1,14.29,5.14
2018-04-13T15:00:00.000Z,3,1,14.57,5.29
2018-04-13T16:00:00.000Z,2.29,0,13.86,4.71
2018-04-13T17:00:00.000Z,2.43,2,14.86,4.43
2018-04-13T18:00:00.000Z,2.43,1,15.86,4.57
2018-04-13T19:00:00.000Z,2.43,2,14.43,6.29
2018-04-13T20:00:00.000Z,2.29,3,13.57,6.43
2018-04-13T21:00:00.000Z,2.29,1,14.14,5.57
2018-04-13T22:00:00.000Z,2,0,13,4.71
2018-04-13T23:00:00.000Z,2,0,12,4.29
2018-04-14T00:00:00.000Z,1.43,0,11.43,3.71
2018-04-14T01:00:00.000Z,1.14,0,9.29,3.29
2018-04-14T02:00:00.000Z,0.86,0,9.14,1.29
2018-04-14T03:00:00.000Z,0.14,0,6.43,0.57
2018-04-14T04:00:00.000Z,0,0,4.71,0.71
2018-04-14T05:00:00.000Z,0.14,1,4.29,1
2018-04-14T06:00:00.000Z,0.14,0,4.29,1.29
2018-04-14T07:00:00.000Z,0.14,0,2.71,1.43
2018-04-14T08:00:00.000Z,0.43,1,3.14,1.71
2018-04-14T09:00:00.000Z,0.43,0,2,1.71
2018-04-14T10:00:00.000Z,0.86,1,2.57,2
2018-04-14T11:00:00.000Z,0.86,0,2.43,1.71
2018-04-14T12:00:00.000Z,0.86,1,2.57,1.86
2018-04-14T13:00:00.000Z,1.14,2,4.86,2.14
2018-04-14T14:00:00.000Z,1.29,1,5.57,2.29
2018-04-14T15:00:00.000Z,1,0,6,2.57
2018-04-14T16:00:00.000Z,1.29,1,6.71,3
2018-04-14T17:00:00.000Z,0.86,0,6.29,2.43
2018-04-14T18:00:00.000Z,1,1,6.71,2.57
2018-04-14T19:00:00.000Z,0.86,0,7,2
2018-04-14T20:00:00.000Z,0.57,0,5.14,1.43
2018-04-14T21:00:00.000Z,0.43,0,5.43,1.14
2018-04-14T22:00:00.000Z,0.43,0,5,0.57
2018-04-14T23:00:00.000Z,0.14,0,4.71,0.29
2018-04-15T00:00:00.000Z,0.14,0,5,0.29
2018-04-15T01:00:00.000Z,0,0,5.14,0.14
2018-04-15T02:00:00.000Z,0,0,4.86,0.14
2018-04-15T03:00:00.000Z,0,0,4.86,0.14
2018-04-15T04:00:00.000Z,0,0,3.86,0.43
2018-04-15T05:00:00.000Z,0,0,4.14,0.43
2018-04-15T06:00:00.000Z,0,0,3.57,0.29
2018-04-15T07:00:00.000Z,0,0,2.86,0.29
2018-04-15T08:00:00.000Z,0,0,2.71,0.29
2018-04-15T09:00:00.000Z,0,0,2.57,0.57
2018-04-15T10:00:00.000Z,0,0,1.86,0.71
2018-04-15T11:00:00.000Z,0.57,2,3,1
2018-04-15T12:00:00.000Z,0.71,1,2.43,1.86
2018-04-15T13:00:00.000Z,0.71,0,2.43,2
2018-04-15T14:00:00.000Z,0.71,0,3.43,2.57
2018-04-15T15:00:00.000Z,0.86,1,5.29,2.86
2018-04-15T16:00:00.000Z,0.86,0,5.86,2.57
2018-04-15T17:00:00.000Z,1,1,7.57,2.71
2018-04-15T18:00:00.000Z,0.43,0,7,2.29
2018-04-15T19:00:00.000Z,0.29,0,7.71,1.43
2018-04-15T20:00:00.000Z,0.29,0,8.29,1.71
2018-04-15T21:00:00.000Z,0.43,1,8.29,1.29
2018-04-15T22:00:00.000Z,0.57,2,7.29,1.57
2018-04-15T23:00:00.000Z,0.57,0,6.57,1.57
2018-04-16T00:00:00.000Z,0.43,0,5.57,1.43
2018-04-16T01:00:00.000Z,0.43,0,7,1.43
2018-04-16T02:00:00.000Z,1.29,5,9.14,3.86
2018-04-16T03:00:00.000Z,2,1,10.43,4.86
2018-04-16T04:00:00.000Z,2,1,9.71,4.86
2018-04-16T05:00:00.000Z,2.14,2,9.29,4.71
2018-04-16T06:00:00.000Z,3,2,11.14,5.86
2018-04-16T07:00:00.000Z,3.14,1,10.86,6.71
2018-04-16T08:00:00.000Z,3.29,1,10.71,6.71
2018-04-16T09:00:00.000Z,2.43,0,9,4.29
2018-04-16T10:00:00.000Z,1.71,0,7.86,3.43
2018-04-16T11:00:00.000Z,1.57,0,8.57,3.29
2018-04-16T12:00:00.000Z,1.43,1,9.71,3.14
2018-04-16T13:00:00.000Z,0.71,1,8.71,2.43
2018-04-16T14:00:00.000Z,2.14,3,13.43,3.57
2018-04-16T15:00:00.000Z,3.14,4,16.71,5.86
2018-04-16T16:00:00.000Z,3.29,1,17.57,6.57
2018-04-16T17:00:00.000Z,3.71,3,19.57,6.86
2018-04-16T18:00:00.000Z,4.14,2,20.29,7.57
2018-04-16T19:00:00.000Z,4.43,2,22.57,9.43
2018-04-16T20:00:00.000Z,4.71,2,23.86,10.57
2018-04-16T21:00:00.000Z,3.29,1,21.86,10
2018-04-16T22:00:00.000Z,2.43,2,18.57,7.86
2018-04-16T23:00:00.000Z,2.29,0,17.86,7.43
2018-04-17T00:00:00.000Z,1.86,0,16.57,6.71
2018-04-17T01:00:00.000Z,1.86,1,16.14,6.43
2018-04-17T02:00:00.000Z,1.43,1,12.29,4.86
2018-04-17T03:00:00.000Z,1.71,3,11.57,4
2018-04-17T04:00:00.000Z,1.57,0,9.29,2.43
2018-04-17T05:00:00.000Z,1.29,0,7.43,2.43
2018-04-17T06:00:00.000Z,1.29,0,7.57,2.14
2018-04-17T07:00:00.000Z,1.29,0,7.57,2.29
2018-04-17T08:00:00.000Z,2.14,4,9.43,3.57
2018-04-17T09:00:00.000Z,2.43,1,11.71,3.86
2018-04-17T10:00:00.000Z,1.71,0,10.43,4.14
2018-04-17T11:00:00.000Z,1.71,0,10.71,4.71
2018-04-17T12:00:00.000Z,1.86,1,12.14,5.14
2018-04-17T13:00:00.000Z,2.29,2,15.29,5.86
2018-04-17T14:00:00.000Z,3.57,3,18.43,7.86
2018-04-17T15:00:00.000Z,4.29,3,22.29,8.71
2018-04-17T16:00:00.000Z,3.86,0,22.29,7.86
2018-04-17T17:00:00.000Z,5.43,5,27.29,9.71
2018-04-17T18:00:00.000Z,6.43,5,31.29,11
2018-04-17T19:00:00.000Z,9,3,38,14.43
2018-04-17T20:00:00.000Z,9.29,4,37.29,16.29
2018-04-17T21:00:00.000Z,8.71,3,35.29,15.57
2018-04-17T22:00:00.000Z,7.57,2,32.29,14.14
2018-04-17T23:00:00.000Z,8,1,31.29,14.86
2018-04-18T00:00:00.000Z,6.71,1,27.29,12.29
2018-04-18T01:00:00.000Z,5.86,1,25.43,15.29
2018-04-18T02:00:00.000Z,3.14,0,18.14,12.29
2018-04-18T03:00:00.000Z,2.43,0,16.14,10
2018-04-18T04:00:00.000Z,2.14,2,16,9
2018-04-18T05:00:00.000Z,2.14,2,15.86,9.14
2018-04-18T06:00:00.000Z,1.71,0,15.29,8.57
2018-04-18T07:00:00.000Z,1.86,2,17.14,8.86
2018-04-18T08:00:00.000Z,1.71,0,15.14,4
2018-04-18T09:00:00.000Z,2.71,1,17.29,3.86
2018-04-18T10:00:00.000Z,2.71,0,15.29,4.86
2018-04-18T11:00:00.000Z,2.43,1,15.71,6.14
2018-04-18T12:00:00.000Z,2.57,3,15,6.14
2018-04-18T13:00:00.000Z,4.57,8,20.14,9.29
2018-04-18T14:00:00.000Z,5.14,4,20.71,10.29
2018-04-18T15:00:00.000Z,5.86,2,25.29,11.43
2018-04-18T16:00:00.000Z,5.14,2,24.71,11
2018-04-18T17:00:00.000Z,5.14,0,26.86,10.29
2018-04-18T18:00:00.000Z,5.14,1,28,8.86
2018-04-18T19:00:00.000Z,4.14,0,28.29,8.71
2018-04-18T20:00:00.000Z,3.86,4,27.71,7.43
2018-04-18T21:00:00.000Z,3.71,3,26.43,6.71
2018-04-18T22:00:00.000Z,3.29,1,21.29,6.86
2018-04-18T23:00:00.000Z,4,2,21.86,8.29
2018-04-19T00:00:00.000Z,5.14,2,22.29,9.43
2018-04-19T01:00:00.000Z,5.71,2,23.71,11
2018-04-19T02:00:00.000Z,5.71,0,21.43,10.43
2018-04-19T03:00:00.000Z,4.14,1,17.14,8.71
2018-04-19T04:00:00.000Z,3.29,0,15.43,7.86
2018-04-19T05:00:00.000Z,3,0,15.14,6.57
2018-04-19T06:00:00.000Z,2,0,12.86,4.86
2018-04-19T07:00:00.000Z,1.29,1,12.57,3.86
2018-04-19T08:00:00.000Z,1,1,9,2.43
2018-04-19T09:00:00.000Z,1.14,1,10.57,2.71
2018-04-19T10:00:00.000Z,1,0,11.14,3
2018-04-19T11:00:00.000Z,1,0,14.14,4.71
2018-04-19T12:00:00.000Z,1.71,2,18.86,7.43
2018-04-19T13:00:00.000Z,2,1,21.29,9
2018-04-19T14:00:00.000Z,2.71,5,23.71,10.14
2018-04-19T15:00:00.000Z,3.29,2,27,10.57
2018-04-19T16:00:00.000Z,3.29,1,25.71,10.14
2018-04-19T17:00:00.000Z,3.43,1,25.86,10.86
2018-04-19T18:00:00.000Z,4.57,3,26.29,10.43
2018-04-19T19:00:00.000Z,4.43,2,23.29,8.86
2018-04-19T20:00:00.000Z,4.14,0,23.86,7.29
2018-04-19T21:00:00.000Z,3.43,1,22.14,5.86
2018-04-19T22:00:00.000Z,2.71,2,18.86,5.29
2018-04-19T23:00:00.000Z,2.71,1,19,5.29
2018-04-20T00:00:00.000Z,2.86,1,18.71,4.29
2018-04-20T01:00:00.000Z,2.43,2,18.14,3.71
2018-04-20T02:00:00.000Z,2.29,1,18.57,3.29
2018-04-20T03:00:00.000Z,2.57,1,15.71,4.29
2018-04-20T04:00:00.000Z,3.29,2,15.29,5
